订购日期,所属区域,产品类别,数量,销售额,成本
3/21/2007,南京,暖靴,1000,"11,244.53 ","7,874.73 "
8/15/2007,常熟,暖靴,2000,"22,489.06 ","15,411.03 "
4/28/2007,南京,暖靴,2000,"22,489.06 ","15,907.89 "
5/25/2007,南京,暖靴,100,"1,436.80 ","1,177.34 "
6/18/2007,南京,暖靴,200,"2,873.60 ","2,310.44 "
8/22/2007,南京,警告标,200,"2,873.60 ","2,068.92 "
9/18/2007,南京,警告标,1200,"31,203.57 ","22,495.17 "
10/22/2007,南京,警告标,1300,"33,803.86 ","24,487.86 "
11/27/2007,南京,警告标,500,"11,517.83 ","8,276.53 "
12/12/2007,南京,警告标,500,"11,517.83 ","8,023.36 "
6/18/2007,南京,睡袋,1000,"24,597.41 ","16,617.13 "
7/19/2007,南京,暖靴,1000,"24,597.41 ","16,110.78 "
8/22/2007,南京,暖靴,500,"13,860.44 ","9,061.62 "
9/18/2007,南京,暖靴,100,"13,727.69 ","9,600.00 "
10/22/2007,南京,暖靴,1500,"130,249.12 ","86,935.69 "
11/27/2007,南京,暖靴,500,"86,286.14 ","73,032.21 "
12/12/2007,南京,暖靴,200,"34,717.48 ","26,339.96 "
5/25/2007,南京,睡袋,200,"27,096.19 ","20,494.54 "
4/28/2007,南京,睡袋,1000,"90,893.27 ","75,286.74 "
2/13/2007,南京,睡袋,250,"19,990.27 ","15,706.50 "
3/21/2007,南京,睡袋,2200,"7,782.00 ","5,182.24 "
1/24/2007,南京,睡袋,1400,"4,952.18 ","3,297.79 "
12/27/2007,无锡,睡袋,3500,"12,380.46 ","9,686.97 "
12/29/2007,无锡,睡袋,2200,"7,782.00 ","6,087.41 "
